,County,Total Population,Est. Pop Below Poverty Level,2022 Poverty Rate,GEO_ID
779,"Richmond city, Virginia",218414,47489,21.742653859184852,0500000US51760
780,"Roanoke city, Virginia",96230,19428,20.18913020887457,0500000US51770
781,"Suffolk city, Virginia",97025,11567,11.92166967276475,0500000US51800
782,"Virginia Beach city, Virginia",447930,44673,9.973210099792379,0500000US51810
783,"Benton County, Washington",210444,24444,11.615441637680334,0500000US53005
784,"Chelan County, Washington",79103,5655,7.148907121095281,0500000US53007
785,"Clallam County, Washington",76218,8971,11.770185520480727,0500000US53009
786,"Clark County, Washington",513193,43729,8.520965796493716,0500000US53011
787,"Cowlitz County, Washington",110890,14873,13.412390657408244,0500000US53015
788,"Franklin County, Washington",96452,8588,8.903910753535438,0500000US53021
789,"Grant County, Washington",100907,15212,15.075267325358993,0500000US53025
790,"Grays Harbor County, Washington",73723,16722,22.682202297790376,0500000US53027
791,"Island County, Washington",84329,4242,5.030297999501951,0500000US53029
792,"King County, Washington",2236093,189642,8.480953162502633,0500000US53033
793,"Kitsap County, Washington",270819,26790,9.892215834191841,0500000US53035
794,"Lewis County, Washington",84185,8757,10.402090633723347,0500000US53041
795,"Mason County, Washington",66323,7214,10.87707130256472,0500000US53045
796,"Pierce County, Washington",904534,80282,8.875509378309715,0500000US53053
797,"Skagit County, Washington",129350,15570,12.037108620023194,0500000US53057
798,"Snohomish County, Washington",831229,71401,8.589810990713751,0500000US53061
799,"Spokane County, Washington",536902,65394,12.17987640202495,0500000US53063
800,"Thurston County, Washington",293642,25476,8.675870617963371,0500000US53067
801,"Whatcom County, Washington",225080,26140,11.613648480540252,0500000US53073
802,"Yakima County, Washington",253529,42108,16.608750872681235,0500000US53077
803,"Berkeley County, West Virginia",127976,14981,11.706101143964494,0500000US54003
804,"Cabell County, West Virginia",88550,17362,19.607001693958214,0500000US54011
805,"Harrison County, West Virginia",63929,9150,14.312753210593002,0500000US54033
806,"Kanawha County, West Virginia",172439,31659,18.359535835860797,0500000US54039
807,"Monongalia County, West Virginia",100513,20351,20.247132211753705,0500000US54061
808,"Raleigh County, West Virginia",69490,14006,20.15541804576198,0500000US54081
809,"Wood County, West Virginia",82048,17154,20.90727379095164,0500000US54107
810,"Brown County, Wisconsin",263857,26183,9.923178085099126,0500000US55009
811,"Chippewa County, Wisconsin",64233,6440,10.025999097037348,0500000US55017
812,"Dane County, Wisconsin",553762,57605,10.40248337733539,0500000US55025
813,"Dodge County, Wisconsin",84197,7372,8.755656377305606,0500000US55027
814,"Eau Claire County, Wisconsin",102352,11749,11.47901360012506,0500000US55035
815,"Fond du Lac County, Wisconsin",100506,9626,9.577537659443218,0500000US55039
816,"Jefferson County, Wisconsin",82102,6635,8.081410927870209,0500000US55055
817,"Kenosha County, Wisconsin",164594,14735,8.952331190687389,0500000US55059
818,"La Crosse County, Wisconsin",116002,13652,11.76876260754125,0500000US55063
819,"Manitowoc County, Wisconsin",80349,9023,11.22976017125291,0500000US55071
820,"Marathon County, Wisconsin",136502,15991,11.714846668913276,0500000US55073
821,"Milwaukee County, Wisconsin",902324,154242,17.0938598552183,0500000US55079
822,"Outagamie County, Wisconsin",189272,13651,7.212371613339533,0500000US55087
823,"Ozaukee County, Wisconsin",91390,6459,7.067512856986541,0500000US55089
824,"Portage County, Wisconsin",67824,6158,9.079381929700402,0500000US55097
825,"Racine County, Wisconsin",191468,15381,8.033196147659138,0500000US55101
826,"Rock County, Wisconsin",161868,15873,9.80613833493958,0500000US55105
827,"St. Croix County, Wisconsin",95181,5302,5.570439478467342,0500000US55109
828,"Sauk County, Wisconsin",65161,5826,8.940930924939765,0500000US55111
829,"Sheboygan County, Wisconsin",114283,11395,9.970861807967939,0500000US55117
830,"Walworth County, Wisconsin",102082,10251,10.041927078231225,0500000US55127
831,"Washington County, Wisconsin",137221,8710,6.347424956821477,0500000US55131
832,"Waukesha County, Wisconsin",407085,21311,5.235024626306545,0500000US55133
833,"Winnebago County, Wisconsin",163930,19676,12.002684072469956,0500000US55139
834,"Wood County, Wisconsin",73277,8420,11.490645086452774,0500000US55141
835,"Laramie County, Wyoming",99106,10605,10.700663935584123,0500000US56021
836,"Natrona County, Wyoming",78706,7047,8.953574060427414,0500000US56025
837,"Arecibo Municipio, Puerto Rico",84098,30988,36.847487455111896,0500000US72013
838,"Bayamón Municipio, Puerto Rico",176581,69096,39.12991771481643,0500000US72021
839,"Caguas Municipio, Puerto Rico",124646,49785,39.94111323267494,0500000US72025
840,"Carolina Municipio, Puerto Rico",151185,46413,30.69947415418196,0500000US72031
841,"Guaynabo Municipio, Puerto Rico",88772,25879,29.152210156355608,0500000US72061
842,"Mayagüez Municipio, Puerto Rico",69274,35272,50.9166498253313,0500000US72097
843,"Ponce Municipio, Puerto Rico",128156,68118,53.152408002746654,0500000US72113
844,"San Juan Municipio, Puerto Rico",330936,126728,38.293809074866445,0500000US72127
845,"Toa Alta Municipio, Puerto Rico",65885,18491,28.065568794110952,0500000US72135
846,"Toa Baja Municipio, Puerto Rico",72613,24484,33.718480161954474,0500000US72137
847,"Trujillo Alto Municipio, Puerto Rico",66604,20202,30.331511620923667,0500000US72139
